Pais;Periodo;PartosAtendidos
Kyrgyzstan;2013;99.0
Kyrgyzstan;2014;98.4
Kyrgyzstan;2018;99.8
Kyrgyzstan;2020;100.0
Laos;2000;16.7
Laos;2005;14.6
Laos;2006;18.9
Laos;2017;64.4
Latvia;2007;99.4
Latvia;2008;99.1
Latvia;2009;98.9
Latvia;2010;98.8
Latvia;2011;98.6
Latvia;2012;98.6
Latvia;2013;98.4
Latvia;2014;98.1
Latvia;2015;99.9
Latvia;2016;99.9
Latvia;2017;99.9
Lebanon;2004;98.2
Lesotho;2000;48.1
Lesotho;2009;61.5
Lesotho;2014;77.9
Lesotho;2018;86.6
Liberia;2013;61.1
Libya;2007;98.3
Libya;2010;99.9
Libya;2011;99.9
Libya;2012;99.9
Libya;2013;99.9
Lithuania;2000;100.0
Lithuania;2001;100.0
Lithuania;2002;100.0
Lithuania;2003;100.0
Lithuania;2004;100.0
Lithuania;2005;100.0
Lithuania;2006;100.0
Lithuania;2007;100.0
Lithuania;2008;100.0
Lithuania;2009;100.0
Lithuania;2010;100.0
Lithuania;2011;100.0
Lithuania;2012;100.0
Lithuania;2013;100.0
Lithuania;2014;100.0
Lithuania;2015;100.0
Lithuania;2016;100.0
Lithuania;2017;100.0
Lithuania;2018;100.0
Lithuania;2019;100.0
Lithuania;2020;100.0
Lithuania;2021;100.0
Luxembourg;2009;99.9
Madagascar;2000;47.0
Madagascar;2018;46.1
Madagascar;2021;45.8
Malawi;2000;55.6
Malawi;2006;53.6
Malawi;2010;71.4
Malaysia;2000;96.6
Malaysia;2001;96.8
Malaysia;2002;97.0
Malaysia;2003;97.6
Malaysia;2004;98.0
Malaysia;2005;98.1
Malaysia;2006;98.4
Malaysia;2007;98.6
Malaysia;2008;98.6
Malaysia;2009;98.6
Malaysia;2010;98.6
Malaysia;2011;98.6
Malaysia;2012;98.7
Malaysia;2013;98.8
Malaysia;2014;99.0
Malaysia;2015;99.4
Malaysia;2016;99.5
Malaysia;2017;99.6
Malaysia;2018;99.6
Malaysia;2019;99.6
Maldives;2004;84.0
Maldives;2005;91.6
Maldives;2006;94.2
Maldives;2007;96.3
Maldives;2008;98.3
Maldives;2009;94.8
Maldives;2010;98.2
Maldives;2011;98.8
Maldives;2012;95.5
Maldives;2013;95.6
Maldives;2014;95.6
Mali;2001;40.6
Mali;2006;49.0
Mali;2015;43.7
Mali;2018;67.3
Malta;2001;99.9
Malta;2002;99.5
Malta;2003;99.5
Malta;2004;99.9
Malta;2005;99.7
Malta;2006;98.8
Malta;2007;99.8
Malta;2008;99.9
Malta;2009;99.8
Malta;2010;99.8
Malta;2011;99.8
Malta;2012;99.5
Malta;2013;99.9
Malta;2014;99.9
Malta;2015;99.8
Malta;2016;99.8
Malta;2017;99.7
Malta;2018;99.7
Malta;2019;99.7
Malta;2020;99.9
Malta;2021;99.8
Marshall Islands;2007;86.2
Marshall Islands;2009;86.5
Marshall Islands;2010;90.0
Marshall Islands;2011;90.1
Marshall Islands;2017;92.4
Mauritania;2007;57.1
Mauritania;2011;65.1
Mauritania;2015;69.3
Mauritius;2000;99.7
Mauritius;2003;98.4
Mauritius;2005;99.2
Mauritius;2008;99.5
Mauritius;2009;99.4
Mauritius;2010;99.5
Mauritius;2011;99.5
Mauritius;2012;99.6
Mauritius;2013;99.7
Mauritius;2014;99.7
Mauritius;2015;99.8
Mauritius;2016;99.7
Mauritius;2017;99.8
Mauritius;2018;99.8
Mauritius;2019;99.8
Mauritius;2020;99.7
Mauritius;2021;99.7
Mexico;2000;88.6
Mexico;2001;88.0
Mexico;2002;88.9
Mexico;2003;89.6
Mexico;2004;90.3
Mexico;2005;91.1
Mexico;2006;93.4
Mexico;2007;92.7
Mexico;2008;93.3
Mexico;2009;95.3
Mexico;2010;94.5
Mexico;2011;95.3
Mexico;2012;99.6
Mexico;2013;96.1
Mexico;2014;95.6
Mexico;2015;97.7
Mexico;2016;98.0
Mexico;2017;96.6
Micronesia;2000;82.8
Micronesia;2001;85.7
Micronesia;2002;81.6
Micronesia;2003;84.6
Micronesia;2005;82.7
Micronesia;2006;85.3
Micronesia;2008;90.0
Micronesia;2009;100.0
Mongolia;2000;96.6
Mongolia;2003;98.6
Mongolia;2004;99.7
Mongolia;2005;99.2
Mongolia;2008;99.4
Mongolia;2010;98.8
Mongolia;2018;99.3
Montenegro;2000;99.1
Montenegro;2001;96.6
Montenegro;2002;98.0
Montenegro;2003;98.9
Montenegro;2004;98.3
Montenegro;2005;99.0
Montenegro;2007;99.7
Montenegro;2008;99.9
Montenegro;2009;99.5
Montenegro;2013;99.0
Montenegro;2018;98.8
Morocco;2011;73.6
Mozambique;2003;47.7
Mozambique;2008;55.3
Mozambique;2011;54.3
Mozambique;2015;73.0
Myanmar;2001;57.0
Myanmar;2007;63.9
Namibia;2000;75.5
Namibia;2013;88.2
Nauru;2007;97.4
Nepal;2000;11.9
Nepal;2001;10.9
Nepal;2006;18.7
Nepal;2011;36.0
Nepal;2014;55.6
Nepal;2016;58.0
New Zealand;2000;97.3
New Zealand;2001;96.6
New Zealand;2002;99.2
New Zealand;2003;98.2
New Zealand;2004;94.0
New Zealand;2005;96.6
New Zealand;2006;96.8
New Zealand;2007;96.7
New Zealand;2008;96.7
New Zealand;2009;96.7
New Zealand;2010;96.8
New Zealand;2011;96.7
New Zealand;2012;96.8
New Zealand;2013;96.7
New Zealand;2014;96.7
New Zealand;2015;96.3
New Zealand;2016;96.5
New Zealand;2017;96.6
New Zealand;2018;96.4
New Zealand;2019;96.5
Nicaragua;2001;66.9
Nicaragua;2002;72.6
Nicaragua;2003;74.1
Nicaragua;2004;76.0
Nicaragua;2005;78.6
Nicaragua;2006;79.3
Nicaragua;2008;85.3
Nicaragua;2010;88.0
Nicaragua;2011;89.7
Nicaragua;2013;92.4
Nicaragua;2014;93.4
Nicaragua;2015;94.0
Nicaragua;2016;94.1
Nicaragua;2017;94.1
Niger;2000;15.7
Niger;2006;17.7
Niger;2012;29.3
Niger;2015;39.7
Niger;2016;39.1
Niger;2021;43.7
Nigeria;2003;35.2
Nigeria;2008;34.4
Nigeria;2011;47.3
Nigeria;2013;35.2
Nigeria;2018;43.3
Nigeria;2022;50.7
Niue;2000;100.0
Niue;2001;100.0
Niue;2002;100.0
Niue;2005;100.0
Niue;2006;100.0
Niue;2007;100.0
Niue;2010;100.0
Niue;2011;100.0
Norway;2000;99.0
Norway;2001;99.1
Norway;2002;99.1
Norway;2003;99.0
Norway;2004;99.1
Norway;2005;99.2
Norway;2006;99.2
Norway;2007;99.1
Norway;2008;99.2
Norway;2009;99.2
Norway;2010;99.1
Norway;2011;99.2
Norway;2012;99.2
Norway;2013;99.1
Norway;2014;99.1
Norway;2015;99.1
Norway;2016;99.1
Norway;2017;99.2
Norway;2018;99.2
Norway;2019;99.3
Norway;2020;99.2
Norway;2021;99.2
Palestina;2000;97.4
Palestina;2004;98.3
Palestina;2006;96.6
Palestina;2010;99.0
Palestina;2014;99.6
Oman;2000;94.7
Oman;2005;98.0
Oman;2006;98.0
Oman;2007;99.0
Oman;2008;98.6
Oman;2009;98.6
Oman;2010;98.6
Oman;2011;98.6
Oman;2012;98.6
Oman;2013;98.6
Oman;2014;99.1
Oman;2015;98.7
Oman;2016;98.7
Oman;2017;98.7
Oman;2018;98.6
Oman;2019;98.6
Oman;2020;99.9
Pakistan;2019;73.7
Palau;2000;100.0
Palau;2002;100.0
Palau;2006;100.0
Palau;2007;100.0
Palau;2008;100.0
Palau;2009;99.3
Palau;2010;99.6
Palau;2011;100.0
Palau;2012;97.4
Palau;2013;99.1
Palau;2014;100.0
Palau;2015;100.0
Palau;2016;100.0
Palau;2017;100.0
Palau;2018;100.0
Palau;2019;100.0
Palau;2020;97.2
Panama;2000;90.5
Panama;2001;92.1
Panama;2002;94.2
Panama;2003;92.5
Panama;2004;91.3
Panama;2005;91.1
Panama;2006;91.0
Panama;2007;91.5
Panama;2008;91.8
Panama;2009;88.6
Panama;2010;92.7
Panama;2011;93.5
Panama;2012;94.3
Panama;2013;91.4
Panama;2014;93.9
Panama;2015;96.3
Panama;2016;94.6
Panama;2017;94.2
Panama;2018;92.9
Panama;2019;95.0
Papua New Guinea;2004;39.0
Papua New Guinea;2006;53.0
Paraguay;2000;85.0
Paraguay;2001;85.9
Paraguay;2002;85.8
Paraguay;2003;85.9
Paraguay;2004;77.2
Paraguay;2005;87.5
Paraguay;2006;90.5
Paraguay;2007;90.6
Paraguay;2008;87.2
Paraguay;2009;93.8
Paraguay;2010;95.6
Paraguay;2011;95.8
Paraguay;2012;95.7
Paraguay;2013;96.8
Paraguay;2014;96.4
Paraguay;2015;96.3
Paraguay;2016;95.5
Paraguay;2017;97.3
Paraguay;2018;97.7
Paraguay;2019;92.2
Peru;2000;59.3
Peru;2009;82.5
Peru;2010;83.8
Peru;2011;85.0
Peru;2012;86.7
Peru;2013;89.1
Peru;2014;90.0
Peru;2015;91.6
Peru;2016;92.4
Peru;2017;93.6
Peru;2018;93.7
Peru;2019;94.4
Peru;2020;95.7
Peru;2021;94.9
Philippines;2000;58.0
Philippines;2003;59.8
Philippines;2008;62.2
Philippines;2011;72.2
Philippines;2013;72.8
Philippines;2017;84.4
Poland;2000;99.4
Poland;2001;99.8
Poland;2002;99.8
Poland;2003;99.8
Poland;2004;99.8
Poland;2005;99.3
Poland;2006;99.4
Poland;2007;99.4
Poland;2008;99.4
Poland;2009;99.7
Poland;2010;99.9
Poland;2011;99.9
Poland;2012;99.9
Poland;2013;99.9
Poland;2014;99.9
Poland;2015;99.9
Poland;2016;99.8
Poland;2017;99.8
Poland;2018;99.8
Poland;2019;99.8
Poland;2020;99.7
Poland;2021;99.6
Portugal;2011;99.9
Portugal;2012;99.9
Portugal;2013;99.9
Portugal;2014;99.9
Portugal;2015;99.9
Portugal;2016;99.9
Portugal;2017;99.9
Portugal;2018;99.9
Portugal;2019;99.9
Portugal;2020;98.6
Qatar;2000;100.0
Qatar;2001;100.0
Qatar;2002;100.0
Qatar;2003;100.0
Qatar;2004;100.0
Qatar;2005;100.0
Qatar;2006;100.0
Qatar;2007;100.0
Qatar;2008;100.0
Qatar;2009;100.0
Qatar;2010;100.0
Qatar;2011;100.0
Qatar;2012;100.0
Qatar;2014;99.9
Qatar;2015;99.9
Qatar;2016;100.0
Qatar;2017;100.0
Qatar;2018;100.0
Qatar;2019;100.0
Korea;2000;99.9
Korea;2003;99.9
Korea;2009;99.9
Korea;2012;99.8
Moldavia;2000;98.0
Moldavia;2001;99.0
Moldavia;2002;99.6
Moldavia;2003;99.4
Moldavia;2004;99.3
Moldavia;2005;99.5
Moldavia;2006;99.6
Moldavia;2007;99.6
Moldavia;2008;99.5
Moldavia;2009;99.7
Moldavia;2010;99.2
Moldavia;2011;99.4
Moldavia;2012;99.2
Moldavia;2013;99.8
Moldavia;2014;99.7
Moldavia;2015;99.7
Moldavia;2016;99.7
Moldavia;2017;99.7
Moldavia;2018;99.7
Moldavia;2019;99.7
Moldavia;2020;99.6
Moldavia;2021;99.6
Romania;2000;99.0
Romania;2001;99.0
Romania;2002;99.1
Romania;2003;99.2
Romania;2004;98.9
Romania;2005;98.1
Romania;2006;98.2
Romania;2007;98.8
Romania;2008;99.4
Romania;2009;99.5
Romania;2010;99.5
Romania;2011;99.4
Romania;2012;99.5
Romania;2013;96.6
Romania;2014;95.4
Romania;2015;94.3
Romania;2016;95.0
Romania;2017;93.5
Romania;2018;93.1
Romania;2019;91.5
Romania;2020;93.0
Rusia;2000;99.2
Rusia;2001;99.3
Rusia;2002;99.3
Rusia;2003;99.4
Rusia;2004;99.4
Rusia;2005;99.4
Rusia;2006;99.5
Rusia;2007;99.6
Rusia;2008;99.6
Rusia;2009;99.7
Rusia;2010;99.7
Rusia;2011;99.7
Rusia;2012;99.7
Rusia;2013;99.7
Rusia;2014;99.7
Rusia;2015;99.7
Rusia;2016;99.7
Rusia;2017;99.7
Rusia;2018;99.7
Rusia;2019;99.7
Rusia;2020;99.6
Rwanda;2000;31.3
Rwanda;2005;38.6
Saint Kitts and Nevis;2000;99.4
Saint Kitts and Nevis;2002;99.5
Saint Kitts and Nevis;2004;100.0
Saint Kitts and Nevis;2005;100.0
Saint Kitts and Nevis;2006;100.0
Saint Kitts and Nevis;2007;100.0
Saint Kitts and Nevis;2008;100.0
Saint Kitts and Nevis;2009;100.0
Saint Kitts and Nevis;2010;100.0
Saint Kitts and Nevis;2011;100.0
Saint Kitts and Nevis;2012;100.0
Saint Kitts and Nevis;2013;100.0
Saint Kitts and Nevis;2014;100.0
Saint Kitts and Nevis;2015;100.0
Saint Kitts and Nevis;2018;100.0
Saint Kitts and Nevis;2019;100.0
Saint Kitts and Nevis;2020;100.0
Saint Lucia;2000;100.0
Saint Lucia;2002;98.0
Saint Lucia;2003;99.0
Saint Lucia;2004;100.0
Saint Lucia;2005;100.0
Saint Lucia;2006;97.9
Saint Lucia;2007;100.0
Saint Lucia;2008;100.0
Saint Lucia;2010;98.5
Saint Lucia;2012;98.7
Saint Lucia;2014;99.1
Saint Lucia;2015;99.1
Saint Lucia;2017;100.0
Saint Lucia;2018;100.0
Saint Lucia;2019;100.0
Saint Vincent and the Grenadines;2000;100.0
Saint Vincent and the Grenadines;2001;100.0
Saint Vincent and the Grenadines;2002;100.0
Saint Vincent and the Grenadines;2004;100.0
Saint Vincent and the Grenadines;2005;100.0
Saint Vincent and the Grenadines;2007;100.0
Saint Vincent and the Grenadines;2008;99.2
Saint Vincent and the Grenadines;2009;98.9
Saint Vincent and the Grenadines;2010;98.3
Saint Vincent and the Grenadines;2011;98.8
Saint Vincent and the Grenadines;2012;99.2
Saint Vincent and the Grenadines;2013;99.0
Saint Vincent and the Grenadines;2014;99.9
Saint Vincent and the Grenadines;2015;98.7
Saint Vincent and the Grenadines;2016;98.6
Samoa;2000;80.0
Samoa;2009;80.8
Samoa;2014;82.5
Sao Tome and Principe;2000;78.6
Sao Tome and Principe;2006;80.7
Sao Tome and Principe;2014;92.5
Sao Tome and Principe;2019;96.8
Saudi Arabia;2000;91.0
Saudi Arabia;2005;96.0
Saudi Arabia;2006;96.0
Saudi Arabia;2007;97.0
Saudi Arabia;2008;97.0
Saudi Arabia;2009;97.0
Saudi Arabia;2010;97.0
Saudi Arabia;2013;98.0
Saudi Arabia;2015;98.0
Saudi Arabia;2016;98.0
Saudi Arabia;2017;99.7
Saudi Arabia;2018;99.4
Saudi Arabia;2019;94.8
Senegal;2000;57.8
Senegal;2004;58.0
Senegal;2005;51.9
Senegal;2015;53.2
Senegal;2016;58.6
Senegal;2017;68.4
Senegal;2018;74.2
Senegal;2019;74.5
Serbia;2000;98.0
Serbia;2001;98.2
Serbia;2002;99.2
Serbia;2003;98.5
Serbia;2004;98.7
Serbia;2005;99.7
Serbia;2007;99.8
Serbia;2008;99.7
Serbia;2009;99.8
Serbia;2010;99.7
Serbia;2011;99.0
Serbia;2012;99.0
Serbia;2013;99.9
Serbia;2014;98.4
Serbia;2019;99.9
Seychelles;2000;99.0
Seychelles;2005;99.0
Seychelles;2006;99.0
Seychelles;2007;100.0
Seychelles;2008;100.0
Seychelles;2009;99.0
Seychelles;2010;99.0
Seychelles;2011;99.0
Seychelles;2012;99.0
Seychelles;2019;98.8
Seychelles;2020;99.5
Sierra Leone;2000;37.1
Sierra Leone;2005;40.0
Sierra Leone;2008;42.4
Sierra Leone;2010;60.8
Sierra Leone;2013;59.7
Sierra Leone;2017;81.6
Sierra Leone;2019;86.9
Singapore;2000;99.7
Singapore;2001;99.6
Singapore;2002;99.7
Singapore;2003;99.7
Singapore;2004;99.7
Singapore;2005;99.7
Singapore;2006;99.7
Singapore;2007;99.7
Singapore;2008;99.8
Singapore;2009;99.7
Singapore;2010;99.7
Singapore;2011;99.7
Singapore;2012;99.7
Singapore;2013;99.6
Singapore;2014;99.7
Singapore;2015;99.7
Singapore;2016;99.7
Singapore;2017;99.6
Singapore;2018;99.6
Singapore;2019;99.6
Singapore;2020;99.6
Singapore;2021;99.6
Slovakia;2000;100.0
Slovakia;2001;99.4
Slovakia;2002;99.4
Slovakia;2003;99.5
Slovakia;2004;99.5
Slovakia;2005;99.5
Slovakia;2006;99.5
Slovakia;2007;99.2
Slovakia;2008;99.5
Slovakia;2009;99.5
Slovakia;2010;99.2
Slovakia;2011;99.0
Slovakia;2012;99.5
Slovakia;2013;98.6
Slovakia;2014;98.3
Slovakia;2015;97.0
Slovakia;2016;98.1
Slovakia;2017;98.8
Slovakia;2018;98.0
Slovakia;2019;98.3
Slovakia;2020;98.2
Slovakia;2021;98.0
Slovenia;2000;99.9
Slovenia;2001;99.9
Slovenia;2002;99.9
Slovenia;2003;99.9
Slovenia;2004;99.9
Slovenia;2005;99.9
Slovenia;2006;99.9
Slovenia;2007;99.9
Slovenia;2008;99.9
Slovenia;2009;99.9
Slovenia;2010;99.9
Slovenia;2011;99.9
Slovenia;2012;99.8
Solomon Islands;2015;86.2
Somalia;2000;19.3
Somalia;2006;9.4
South Africa;2008;94.3
South Africa;2016;96.7
South Sudan;2006;9.7
South Sudan;2010;19.4
South Sudan;2020;39.7
Spain;2015;99.9
Spain;2018;99.9
Spain;2019;99.9
Spain;2020;99.9
Sri Lanka;2000;96.0
Sri Lanka;2016;99.5
Sudan;2006;49.2
Sudan;2010;72.5
Sudan;2014;77.7
Suriname;2000;70.9
Suriname;2006;86.5
Suriname;2007;90.0
Suriname;2008;90.0
Suriname;2009;90.0
Suriname;2010;90.0
Suriname;2015;90.0
Suriname;2018;98.4
Syrian Arab Republic;2006;91.5
Syrian Arab Republic;2009;96.2
Tajikistan;2000;70.7
Tajikistan;2001;81.1
Tajikistan;2002;88.7
Tajikistan;2003;88.1
Tajikistan;2004;75.1
Tajikistan;2005;82.4
Tajikistan;2006;78.3
Tajikistan;2007;88.4
Tajikistan;2008;85.0
Tajikistan;2009;87.1
Tajikistan;2010;87.7
Tajikistan;2011;89.0
Tajikistan;2012;87.4
Tajikistan;2013;90.8
Tajikistan;2014;90.3
Tajikistan;2015;98.0
Tajikistan;2017;94.8
Thailand;2000;99.3
Thailand;2009;99.4
Thailand;2012;99.6
Thailand;2019;99.1
Macedonia;2000;97.7
Macedonia;2001;97.6
Macedonia;2002;98.2
Macedonia;2003;99.0
Macedonia;2004;99.0
Macedonia;2005;99.1
Macedonia;2007;99.6
Macedonia;2008;99.7
Macedonia;2009;99.8
Macedonia;2010;99.9
Macedonia;2011;89.1
Macedonia;2012;99.9
Macedonia;2013;99.9
Macedonia;2014;99.9
Macedonia;2015;99.9
Macedonia;2016;99.9
Macedonia;2017;99.9
Macedonia;2018;99.9
Macedonia;2020;100.0
Macedonia;2021;100.0
Timor-Leste;2002;24.0
Timor-Leste;2003;18.4
Timor-Leste;2016;56.7
Togo;2000;35.4
Togo;2003;60.8
Togo;2006;52.4
Togo;2010;43.9
Togo;2017;69.4
Tonga;2000;95.0
Tonga;2001;95.3
Tonga;2002;95.1
Tonga;2003;97.0
Tonga;2004;98.0
Tonga;2005;96.1
Tonga;2006;98.0
Tonga;2007;98.0
Tonga;2008;97.0
Tonga;2009;98.1
Tonga;2010;99.0
Tonga;2012;95.5
Tonga;2019;98.3
Trinidad and Tobago;2000;96.0
Trinidad and Tobago;2001;99.5
Trinidad and Tobago;2002;98.7
Trinidad and Tobago;2003;99.7
Trinidad and Tobago;2004;99.7
Trinidad and Tobago;2006;96.9
Trinidad and Tobago;2008;99.5
Trinidad and Tobago;2011;98.0
Trinidad and Tobago;2012;100.0
Trinidad and Tobago;2014;100.0
Trinidad and Tobago;2015;100.0
Trinidad and Tobago;2016;100.0
Trinidad and Tobago;2017;100.0
Tunisia;2000;89.9
Tunisia;2001;89.9
Tunisia;2006;94.6
Tunisia;2018;99.5
Türkiye;2003;83.0
Türkiye;2008;91.3
Türkiye;2015;99.0
Türkiye;2017;98.0
Türkiye;2018;99.2
Türkiye;2019;97.0
Turkmenistan;2000;97.2
Turkmenistan;2002;97.2
Turkmenistan;2019;100.0
Tuvalu;2000;100.0
Tuvalu;2002;100.0
Tuvalu;2007;93.1
Uganda;2006;41.9
Uganda;2011;57.4
Uganda;2016;74.2
Ukraine;2000;99.9
Ukraine;2001;99.9
Ukraine;2002;99.9
Ukraine;2003;99.9
Ukraine;2004;99.9
Ukraine;2005;99.8
Ukraine;2006;99.9
Ukraine;2007;98.7
Ukraine;2008;99.9
Ukraine;2009;99.9
Ukraine;2010;99.9
Ukraine;2011;99.9
Ukraine;2012;99.0
Ukraine;2013;99.9
Ukraine;2014;99.9
United Arab Emirates;2004;100.0
United Arab Emirates;2013;99.9
United Arab Emirates;2014;99.9
United Arab Emirates;2015;99.9
United Arab Emirates;2018;99.2
United States of America;2000;99.4
United States of America;2001;99.4
United States of America;2002;99.5
United States of America;2003;99.3
United States of America;2004;99.3
United States of America;2005;99.4
United States of America;2006;99.4
United States of America;2007;99.3
United States of America;2008;99.3
United States of America;2009;99.3
United States of America;2010;99.4
United States of America;2011;99.3
United States of America;2012;99.3
United States of America;2013;99.2
United States of America;2014;98.5
United States of America;2015;99.1
United States of America;2016;99.1
United States of America;2017;99.1
United States of America;2018;99.1
United States of America;2019;99.0
United States of America;2020;99.1
Uruguay;2000;99.7
Uruguay;2001;99.6
Uruguay;2002;99.7
Uruguay;2003;99.7
Uruguay;2004;99.5
Uruguay;2005;99.9
Uruguay;2006;99.9
Uruguay;2007;98.6
Uruguay;2008;99.6
Uruguay;2009;99.7
Uruguay;2010;99.8
Uruguay;2011;99.5
Uruguay;2012;99.9
Uruguay;2014;99.9
Uruguay;2015;99.9
Uruguay;2016;100.0
Uruguay;2017;100.0
Uruguay;2018;100.0
Uruguay;2019;100.0
Uruguay;2020;100.0
Uzbekistan;2000;94.9
Uzbekistan;2001;100.0
Uzbekistan;2002;100.0
Uzbekistan;2003;100.0
Uzbekistan;2004;100.0
Uzbekistan;2005;100.0
Uzbekistan;2006;99.6
Uzbekistan;2007;100.0
Uzbekistan;2008;100.0
Uzbekistan;2009;100.0
Uzbekistan;2010;100.0
Uzbekistan;2011;100.0
Uzbekistan;2012;100.0
Uzbekistan;2013;100.0
Uzbekistan;2014;100.0
Uzbekistan;2015;100.0
Uzbekistan;2016;100.0
Uzbekistan;2017;100.0
Uzbekistan;2018;100.0
Uzbekistan;2019;100.0
Uzbekistan;2020;100.0
Vanuatu;2000;88.0
Vanuatu;2003;84.0
Vanuatu;2005;92.0
Vanuatu;2006;92.9
Vanuatu;2007;74.0
Vanuatu;2013;89.4
Venezuela;2000;94.0
Venezuela;2003;95.0
Venezuela;2011;98.1
Venezuela;2012;96.0
Venezuela;2014;99.5
Venezuela;2015;99.3
Venezuela;2016;99.3
Venezuela;2017;99.1
Venezuela;2018;98.7
Viet Nam;2000;58.8
Viet Nam;2002;85.0
Viet Nam;2006;83.8
Yemen;2003;26.8
Yemen;2006;35.7
Yemen;2012;34.4
Yemen;2013;44.7
Zambia;2007;45.2
Zimbabwe;2009;60.2
Zimbabwe;2014;80.0
Zimbabwe;2015;78.1
Zimbabwe;2019;86.0
