signal_id,label,station_id,duration_seconds,sample_rate_hz,public_reference,proxy_definition,split,sample_index,signal_mean,signal_std
mic_0011,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,251,0.0,1.0
mic_0012,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,252,6.357828929992593e-09,1.0
mic_0013,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,253,-3.178914464996296e-09,1.0
mic_0014,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,254,6.357828929992593e-09,1.0
mic_0015,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,255,0.0,1.0
mic_0016,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,256,-6.357828929992593e-09,1.0
mic_0017,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,257,6.357828929992593e-09,1.0
mic_0018,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,258,3.178914464996296e-09,1.0
mic_0019,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,259,0.0,1.0
mic_0020,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,260,-1.589457232498148e-09,1.0
mic_0021,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,261,-2.543131571997037e-08,1.0
mic_0022,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,262,0.0,1.0
mic_0023,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,263,1.2715657859985184e-08,1.0
mic_0024,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,264,0.0,1.0
mic_0025,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,265,0.0,1.0
mic_0026,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,266,1.9073485901799362e-08,1.0
mic_0027,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,267,6.357828929992593e-09,1.0
mic_0028,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,268,6.357828929992593e-09,1.0
mic_0029,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,269,3.178914464996296e-09,1.0
mic_0030,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,270,-6.357828929992593e-09,1.0
mic_0031,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,271,-3.178914464996296e-09,1.0
mic_0032,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,272,-6.357828929992593e-09,1.0
mic_0033,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,273,3.178914464996296e-09,1.0
mic_0034,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,274,6.357828929992593e-09,1.0
mic_0035,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,275,-9.536742950899681e-09,1.0
mic_0036,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,276,6.357828929992593e-09,1.0
mic_0037,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,277,0.0,1.0
mic_0038,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,278,-6.357828929992593e-09,1.0
mic_0039,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,279,1.2715657859985184e-08,1.0
mic_0040,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,280,3.178914464996296e-09,1.0
mic_0041,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,281,-1.589457232498148e-09,1.0
mic_0042,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,282,-4.7683714754498405e-09,1.0
mic_0043,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,283,6.357828929992593e-09,1.0
mic_0044,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,284,1.2715657859985184e-08,1.0
mic_0045,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,285,-6.357828929992593e-09,1.0
mic_0046,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,286,-6.357828929992593e-09,1.0
mic_0047,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,287,-6.357828929992593e-09,1.0
mic_0048,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,288,3.178914464996296e-09,1.0
mic_0049,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,289,6.357828929992593e-09,1.0
mic_0050,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,290,3.178914464996296e-09,1.0
mic_0051,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,291,3.178914464996296e-09,1.0
mic_0052,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,292,1.2715657859985184e-08,1.0
mic_0053,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,293,3.178914464996296e-09,1.0
mic_0054,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,294,-1.2715657859985184e-08,1.0
mic_0055,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,295,-6.357828929992593e-09,1.0
mic_0056,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,296,1.2715657859985184e-08,1.0
mic_0057,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,297,-6.357828929992593e-09,1.0
mic_0058,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,298,3.178914464996296e-09,1.0
mic_0059,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,299,-6.357828929992593e-09,1.0
mic_0060,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,300,1.589457232498148e-09,1.0
mic_0061,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,301,0.0,1.0
mic_0062,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,302,-7.947286384535346e-09,1.0
mic_0063,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,303,1.589457232498148e-09,1.0
mic_0064,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,304,1.2715657859985184e-08,1.0
mic_0065,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,305,-3.178914464996296e-09,1.0
mic_0066,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,306,-2.2252400810884865e-08,1.0
mic_0067,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,307,1.2715657859985184e-08,1.0
mic_0068,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,308,-1.9073485901799362e-08,1.0
mic_0069,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,309,0.0,1.0
mic_0070,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,310,0.0,1.0
mic_0071,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,311,-6.357828929992593e-09,1.0
mic_0072,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,312,3.178914464996296e-09,1.0
mic_0073,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,313,-6.357828929992593e-09,1.0
mic_0074,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,314,-3.178914464996296e-09,0.9999999403953552
mic_0075,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,315,1.2715657859985184e-08,1.0
mic_0076,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,316,0.0,1.0
mic_0077,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,317,0.0,1.0
mic_0078,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,318,6.357828929992593e-09,1.0
mic_0079,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,319,-6.357828929992593e-09,1.0
mic_0080,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,320,-9.536742950899681e-09,1.0
mic_0081,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,321,0.0,1.0
mic_0082,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,322,1.2715657859985184e-08,1.0
mic_0083,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,323,6.357828929992593e-09,1.0
mic_0084,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,324,6.357828929992593e-09,1.0
mic_0085,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,325,6.357828929992593e-09,1.0
mic_0086,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,326,1.2715657859985184e-08,1.0
mic_0087,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,327,9.536742950899681e-09,1.0
mic_0088,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,328,-3.178914464996296e-09,1.0
mic_0089,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,329,6.357828929992593e-09,1.0
mic_0090,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,330,6.357828929992593e-09,1.0
mic_0091,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,331,0.0,1.0
mic_0092,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,332,-3.178914464996296e-09,1.0
mic_0093,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,333,1.2715657859985184e-08,1.0
mic_0094,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,334,0.0,1.0
mic_0095,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,335,9.536742950899681e-09,1.0
mic_0096,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,336,3.178914464996296e-09,1.0
mic_0097,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,337,1.2715657859985184e-08,1.0
mic_0098,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,338,6.357828929992593e-09,1.0
mic_0099,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,339,3.178914464996296e-09,1.0
mic_0100,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,340,0.0,1.0
mic_0101,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,341,-6.357828929992593e-09,1.0
mic_0102,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,342,9.536742950899681e-09,1.0
mic_0103,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,343,1.2715657859985184e-08,1.0
mic_0104,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,344,-6.357828929992593e-09,1.0
mic_0105,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,345,-3.178914464996296e-09,1.0
mic_0106,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,346,-6.357828929992593e-09,1.0
mic_0107,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,347,1.5894572769070692e-08,1.0
mic_0108,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,348,1.2715657859985184e-08,1.0
mic_0109,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,349,0.0,1.0
mic_0110,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,350,6.357828929992593e-09,1.0
mic_0111,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,351,-9.536742950899681e-09,1.0
mic_0112,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,352,-6.357828929992593e-09,1.0
mic_0113,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,353,6.357828929992593e-09,1.0
mic_0114,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,354,0.0,1.0
mic_0115,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,355,6.357828929992593e-09,1.0
mic_0116,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,356,-6.357828929992593e-09,1.0
mic_0117,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,357,0.0,1.0
mic_0118,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,358,3.178914464996296e-09,1.0
mic_0119,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,359,1.2715657859985184e-08,1.0
mic_0120,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,360,1.5894572769070692e-08,1.0
mic_0121,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,361,-9.536742950899681e-09,1.0
mic_0122,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,362,-6.357828929992593e-09,1.0
mic_0123,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,363,-1.2715657859985184e-08,1.0
mic_0124,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,364,9.536742950899681e-09,1.0
mic_0125,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,365,-6.357828929992593e-09,1.0
mic_0126,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,366,6.357828929992593e-09,1.0
mic_0127,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,367,-3.178914464996296e-09,1.0
mic_0128,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,368,-1.2715657859985184e-08,1.0
mic_0129,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,369,-6.357828929992593e-09,1.0
mic_0130,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,370,6.357828929992593e-09,1.0
mic_0131,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,371,-1.2715657859985184e-08,1.0
mic_0132,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,372,1.9073485901799362e-08,1.0
mic_0133,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,373,-7.947286384535346e-09,1.0
mic_0134,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,374,-7.947286384535346e-09,1.0
mic_0135,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,375,3.178914464996296e-09,1.0
mic_0136,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,376,-1.2715657859985184e-08,1.0
mic_0137,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,377,9.536742950899681e-09,0.9999999403953552
mic_0138,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,378,0.0,1.0
mic_0139,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,379,-1.2715657859985184e-08,1.0
mic_0140,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,380,1.1126200405442432e-08,1.0
mic_0141,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,381,0.0,1.0
mic_0142,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,382,0.0,1.0
mic_0143,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,383,9.536742950899681e-09,1.0
mic_0144,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,384,0.0,1.0
mic_0145,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,385,0.0,1.0
mic_0146,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,386,-1.2715657859985184e-08,1.0
mic_0147,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,387,6.357828929992593e-09,1.0
mic_0148,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,388,0.0,1.0
mic_0149,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,389,-6.357828929992593e-09,1.0
mic_0150,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,390,-6.357828929992593e-09,1.0
mic_0151,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,391,-1.589457232498148e-09,1.0
mic_0152,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,392,-1.9073485901799362e-08,1.0
mic_0153,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,393,9.536742950899681e-09,1.0
mic_0154,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,394,-6.357828929992593e-09,1.0
mic_0155,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,395,-1.2715657859985184e-08,0.9999999403953552
mic_0156,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,396,0.0,1.0
mic_0157,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,397,6.357828929992593e-09,1.0
mic_0158,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,398,-6.357828929992593e-09,1.0
mic_0159,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,399,3.178914464996296e-09,1.0
mic_0160,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,400,-6.357828929992593e-09,1.0
mic_0161,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,401,0.0,1.0
mic_0162,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,402,6.357828929992593e-09,1.0
mic_0163,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,403,-3.178914464996296e-09,1.0
mic_0164,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,404,-3.178914464996296e-09,1.0
mic_0165,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,405,-1.2715657859985184e-08,1.0
mic_0166,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,406,0.0,1.0
mic_0167,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,407,-9.536742950899681e-09,1.0
mic_0168,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,408,1.2715657859985184e-08,1.0
mic_0169,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,409,7.947286384535346e-09,1.0
mic_0170,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,410,-1.5894572769070692e-08,1.0
mic_0171,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,411,1.2715657859985184e-08,0.9999999403953552
mic_0172,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,412,-1.9073485901799362e-08,1.0
mic_0173,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,413,1.2715657859985184e-08,1.0
mic_0174,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,414,-1.5894572769070692e-08,1.0
mic_0175,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,415,4.7683714754498405e-09,1.0
mic_0176,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,416,-6.357828929992593e-09,1.0
mic_0177,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,417,6.357828929992593e-09,1.0
mic_0178,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,418,-3.178914464996296e-09,1.0
mic_0179,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,419,-1.9073485901799362e-08,1.0
mic_0180,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,420,3.178914464996296e-09,1.0
mic_0181,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,421,-3.178914464996296e-09,1.0
mic_0182,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,422,0.0,1.0
mic_0183,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,423,0.0,1.0
mic_0184,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,424,-6.357828929992593e-09,1.0
mic_0185,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,425,0.0,1.0
mic_0186,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,426,6.357828929992593e-09,1.0
mic_0187,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,427,6.357828929992593e-09,1.0
mic_0188,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,428,-6.357828929992593e-09,1.0
mic_0189,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,429,6.357828929992593e-09,1.0
mic_0190,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,430,0.0,1.0
mic_0191,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,431,0.0,1.0
mic_0192,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,432,2.2252400810884865e-08,1.0
mic_0193,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,433,-1.2715657859985184e-08,1.0
mic_0194,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,434,-3.178914464996296e-09,1.0
mic_0195,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,435,-3.178914464996296e-09,1.0
mic_0196,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,436,6.357828929992593e-09,1.0
mic_0197,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,437,0.0,1.0
mic_0198,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,438,1.2715657859985184e-08,1.0
mic_0199,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,439,-1.2715657859985184e-08,1.0
mic_0200,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,440,-1.589457232498148e-09,1.0
mic_0201,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,441,-3.178914464996296e-09,1.0
mic_0202,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,442,0.0,1.0
mic_0203,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,443,0.0,1.0
mic_0204,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,444,-6.357828929992593e-09,1.0
mic_0205,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,445,-3.178914464996296e-09,1.0
mic_0206,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,446,3.178914464996296e-09,1.0
mic_0207,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,447,1.5894572769070692e-08,1.0
mic_0208,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,448,-1.2715657859985184e-08,1.0
mic_0209,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,449,0.0,1.0
mic_0210,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,450,-6.357828929992593e-09,1.0
mic_0211,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,451,0.0,1.0
mic_0212,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,452,3.178914464996296e-09,1.0
mic_0213,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,453,1.9073485901799362e-08,1.0
mic_0214,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,454,-9.536742950899681e-09,1.0
mic_0215,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,455,9.536742950899681e-09,1.0
mic_0216,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,456,0.0,1.0
mic_0217,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,457,1.2715657859985184e-08,1.0
mic_0218,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,458,6.357828929992593e-09,1.0
mic_0219,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,459,6.357828929992593e-09,1.0
